compound_inchikey	scaffold_group	development_fold
XWBWIAOWSABHFI-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCCCC=CC(O)C(CO)NC(=O)CCCCCCCCCCCCCCCCCCC	1
XWJCPIDSQDMGHG-UHFFFAOYSA-N	acyclic_connectivity:N=C(C=CCC(=O)O)C(=O)O	1
XWLXKKNPFMNSFA-UHFFFAOYSA-N	ring:C1=CC2=CCCCC2CC1	4
XWNRORKBBGYRMR-UHFFFAOYSA-N	acyclic_connectivity:NC(CS)C(=O)NC(C=O)C(O)O	3
XWORXFNMQCQKKK-UHFFFAOYSA-N	ring:O=c1nc[nH]c2c1NCCN2	4
XXDVDTMEVBYRPK-UHFFFAOYSA-N	acyclic_connectivity:CC(C)C(N)C(=O)NC(CCC(N)=O)C(=O)O	0
XXFACTAYGKKOQB-UHFFFAOYSA-N	ring:c1ncc2nc[nH]c2n1	1
XXHPBAVKFNFEEE-UHFFFAOYSA-N	acyclic_connectivity:CCCC(C)C(=N)C(=O)O	1
XXQDOHPCGGBWFU-UHFFFAOYSA-N	ring:O=C1CCc2c(ccc3c2CCC2C(=O)CCC32)C1	1
XXSPOWNRZKCIRF-UHFFFAOYSA-N	ring:c1ccsc1	3
XYFZZOKPDQAJPG-UHFFFAOYSA-N	ring:O=C1C=NC(c2ccccc2)c2ccccc2N1	1
XYIBRDXRRQCHLP-UHFFFAOYSA-N	acyclic_connectivity:CCOC(=O)CC(C)=O	3
XYLWKHKCYHMVMA-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCC=CCCCCCCCC(=O)NC(COP(=O)([O-])OCC[N+](C)(C)C)C(O)CCCCCCCCCCCCCCC	1
XYWDPYKBIRQXQS-UHFFFAOYSA-N	acyclic_connectivity:CC(C)SC(C)C	4
XZAFZXJXZHRNAQ-UHFFFAOYSA-N	ring:O=c1ccn(-c2nccs2)c2nc(N3CCCC3)ccc12	3
XZDDMPMZGYEESG-UHFFFAOYSA-N	ring:O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1	1
XZRVRYFILCSYSP-UHFFFAOYSA-N	ring:C1=CCCCC1	3
XZWYZXLIPXDOLR-UHFFFAOYSA-N	acyclic_connectivity:CN(C)C(N)=NC(=N)N	2
YACLQRRMGMJLJV-UHFFFAOYSA-N	acyclic_connectivity:C=CC(=C)Cl	3
YAFGHMIAFYQSCF-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
YAGBSNMZQKEFCO-UHFFFAOYSA-N	ring:c1ccccc1	0
YAHNGTQFNICUIJ-UHFFFAOYSA-N	ring:O=C1CC=CCC1	2
YAPQBXQYLJRXSA-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
YBDUXZKWDIUNSG-UHFFFAOYSA-N	ring:C1=CC2CCCCC2CC1	4
YBLIQJGXRLZBCZ-UHFFFAOYSA-N	ring:c1ccc(CCOc2ccccc2)cc1	2
YCCILVSKPBXVIP-UHFFFAOYSA-N	ring:c1ccccc1	0
YCFJXOFFQLPCHD-UHFFFAOYSA-N	ring:c1nc2c([nH]1)CCNC2	4
YCWUVLPMLLBDCU-UHFFFAOYSA-N	ring:O=c1nc[nH]c2c1NC(CNc1ccccc1)CN2	0
YDKNDJWHERPREZ-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)C(=O)C(=O)C(O)O	4
YDNKGFDKKRUKPY-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCCCC=CC(O)C(CO)NC(=O)CCCCCCCCCCCCCCC	0
YEEZWCHGZNKEEK-UHFFFAOYSA-N	ring:O=C(Nc1ccc2[nH]cc(Cc3ccc(C(=O)NS(=O)(=O)c4ccccc4)cc3)c2c1)OC1CCCC1	0
YEJRWHAVMIAJKC-UHFFFAOYSA-N	ring:O=C1CCCO1	1
YEKZYRCPUZIPAI-UHFFFAOYSA-N	ring:O=C1CC2C3CCC(OC4CCC(OC5CCCCO5)CO4)CC3CCC2C2CC3OC4(CCCCO4)CC3C12	3
YFBPRJGDJKVWAH-UHFFFAOYSA-N	ring:c1ccccc1	0
YFSXBSRGIRSXAD-UHFFFAOYSA-N	ring:O=C1CN=C(c2ccccc2)c2ccccc2N1	4
YFTBALWTXJWGFU-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCC(C)C	0
YGJHZCLPZAZIHH-UHFFFAOYSA-N	acyclic_connectivity:CCCCN(CCCC)N=O	1
YGQHQTMRZPHIBB-UHFFFAOYSA-N	ring:c1ccccc1	0
YGSDEFSMJLZEOE-UHFFFAOYSA-N	ring:c1ccccc1	0
YGVOMEFPHQJTOZ-UHFFFAOYSA-N	ring:O=C1CCC2C(=CC=C3C4CCCC4CCC32)C1	1
YHBTXTFFTYXOFV-UHFFFAOYSA-N	ring:c1cc2ccsc2s1	0
YHJQTKZJFHLHOA-UHFFFAOYSA-N	ring:O=C1CC2C=CC(=O)C3C4C(=O)CC=CC4CC(O1)C23	4
YHMQXWQYGOPVLE-UHFFFAOYSA-N	ring:c1cncc(-c2ccc3n2CCCC3)c1	2
YIBNHAJFJUQSRA-UHFFFAOYSA-N	ring:C1CC2CC1OO2	4
YIKYNHJUKRTCJL-UHFFFAOYSA-N	ring:O=c1ccocc1	4
YJDYDFNKCBANTM-UHFFFAOYSA-N	ring:O=C1CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1	1
YJZOIBYRKVITQF-UHFFFAOYSA-N	ring:O=C1CCC2OC3CCC(C2C1=O)C31CO1	3
YKPUWZUDDOIDPM-UHFFFAOYSA-N	ring:c1ccccc1	0
YLCHTSSXNSNXSW-UHFFFAOYSA-N	ring:C1CCCCC1	3
YLGXILFCIXHCMC-UHFFFAOYSA-N	ring:C1CCC(OC2CCCOC2)OC1	4
YLHIVIHHVKLKEI-UHFFFAOYSA-N	ring:O=C1CC2=C3CCCCC3CCC2C2CCC3CCCCC3C12	3
YLJREFDVOIBQDA-UHFFFAOYSA-N	ring:c1ccc2nc3c(cc2c1)CCCC3	3
YLKFDHTUAUWZPQ-UHFFFAOYSA-N	acyclic_connectivity:CCCN(CCC)N=O	4
YLPOFTFBOIPYLE-UHFFFAOYSA-N	ring:C1=CC2=C(CCC1)CCC2	3
YLQBMQCUIZJEEH-UHFFFAOYSA-N	ring:c1ccoc1	3
YMCDOXNQLVDSQL-UHFFFAOYSA-N	ring:C1CCC(OC2CCOC(OC3CCCOC3)C2)OC1	4
YMIHAYABXZORPU-UHFFFAOYSA-N	ring:C=C1CCCCC1=O	3
YMNKUHIVVMFOFO-UHFFFAOYSA-N	ring:c1ccc2cc3ccccc3cc2c1	0
YMWUJEATGCHHMB-UHFFFAOYSA-N	acyclic_connectivity:ClCCl	0
YNPNZTXNASCQKK-UHFFFAOYSA-N	ring:c1ccc2c(c1)ccc1ccccc12	0
YOBYAKWFGPDGHG-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
YOMLDISQSWWYOT-UHFFFAOYSA-N	ring:O=C1CC(c2ccccc2)Sc2ccccc2N1	4
YOOPHLDCWPOWDX-UHFFFAOYSA-N	ring:C1CCC(COC2CCCCO2)OC1	1
YOSANFHYUVSQIJ-UHFFFAOYSA-N	ring:O=C1OC2(CCCC2)C(c2ccccc2)=C1c1ccccc1	3
YOSHYTLCDANDAN-UHFFFAOYSA-N	ring:O=C1N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)C=NC12CCCC2	1
YOYAIZYFCNQIRF-UHFFFAOYSA-N	ring:c1ccccc1	0
YPGCWEMNNLXISK-UHFFFAOYSA-N	ring:c1ccccc1	0
YQDZGFAYWGWSJK-UHFFFAOYSA-N	ring:O=C1C=C2CCC3C4CCCC4CCC3C2CC1	1
YQEZLKZALYSWHR-UHFFFAOYSA-N	ring:O=C1CCCCC1c1ccccc1	2
YQNWZWMKLDQSAC-UHFFFAOYSA-N	ring:c1ccc(Sc2ccccc2N2CCNCC2)cc1	3
YSPZBZPFWJQSQN-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC13CC(CCC21)C1OC13	2
YSQMCHDYZPIFEM-UHFFFAOYSA-N	ring:C1CCC(OC2COC(OC3CCCOC3)CC2OC2CCCCO2)OC1	4
YSWHPLCDIMUKFE-UHFFFAOYSA-N	ring:c1ccccc1	0
YTBDMVHTAWZMMS-UHFFFAOYSA-N	ring:c1ccc(CN2CCc3sccc3C2)cc1	2
YTBRNEUEFCNVHC-UHFFFAOYSA-N	ring:c1ccc(-c2ccccc2)cc1	1
YUCYEVHMFBEBSC-UHFFFAOYSA-N	ring:C1=C2C(CC1)CCC1C2CC=C2CC3COC4OC1C2C4C3	0
YUGCAAVRZWBXEQ-UHFFFAOYSA-N	ring:C(=CC1=CCCC2CCCC12)C1=CCCCC1	2
YVLPJIGOMTXXLP-UHFFFAOYSA-N	acyclic_connectivity:CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CC=CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	3
YVUQSNJEYSNKRX-UHFFFAOYSA-N	ring:O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccccc2)c2ccccc2)CC1	0
YWTYJOPNNQFBPC-UHFFFAOYSA-N	ring:C1=NCCN1Cc1cccnc1	0
YWVYEZNFPRWGMM-UHFFFAOYSA-N	ring:C1CC2CCC1CN2	2
YXFVVABEGXRONW-UHFFFAOYSA-N	ring:c1ccccc1	0
YXKTVDFXDRQTKV-UHFFFAOYSA-N	ring:c1ccc(CCNCc2ccccc2)cc1	1
YXNIWVFDFGNCED-UHFFFAOYSA-N	ring:O=C(Cc1c(-c2ccccc2)c(-c2ccccc2)c2n1CCC2)OCC1CCCCO1	1
YYGGQNGAVIATMP-UHFFFAOYSA-N	ring:C=C1CCC2CC=C(C#CC#CCC3CO3)OC2CCC2CCC12	4
YYGQSWCERNMFNH-UHFFFAOYSA-N	ring:O=C1CCC2CCC3C4CCC5CCCCC5C4=CCC3C2C1	1
YYTVGIBSAJVHGD-UHFFFAOYSA-N	ring:O=c1c2ccccc2[nH]c2c3c(ccc12)OCC3	3
YZBNXQLCEJJXSC-UHFFFAOYSA-N	ring:C1=C2C(CCC1)CCC1C2CCC2C3CCCCC3CCC12	1
YZJBMONDZNACEV-UHFFFAOYSA-N	ring:C1CCC(COC2CCCCO2)OC1	1
YZJGKSLPSGPFEV-UHFFFAOYSA-N	ring:O=C(OCc1ccccc1)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OCc3ccccc3)ccc12	0
YZVWKHVRBDQPMQ-UHFFFAOYSA-N	ring:c1cc2ccc3cccc4ccc(c1)c2c34	1
YZXBAPSDXZZRGB-UHFFFAOYSA-N	acyclic_connectivity:CCCCCC=CCC=CCC=CCC=CCCCC(=O)O	1
ZAFYATHCZYHLPB-UHFFFAOYSA-N	ring:c1ccc(-c2cn3ccccc3n2)cc1	2
ZAHQBPYQBHTECE-UHFFFAOYSA-N	ring:O=C(Nc1nccs1)C1NS(=O)(=O)c2ccccc2C1=O	3
ZAOGJXDWOQXFBW-UHFFFAOYSA-N	ring:O=c1nc[nH]c2c1NC(CNc1ccccc1)CN2	0
ZARXTZFGQZBYFO-UHFFFAOYSA-N	ring:c1ccc2[nH]ccc2c1	4
ZBEOTAUYLFQRMF-UHFFFAOYSA-N	ring:C1CCC(OC2CCOC(OC3CCOC(OC4COC(OC5CCCOC5)CC4OC4CCCCO4)C3)C2)OC1	3
ZBILSSSEXRZGKS-UHFFFAOYSA-N	ring:c1ccc2c(c1)Cc1ccccc1N1CCNCC21	3
ZBJCYZPANVLBRK-UHFFFAOYSA-N	ring:C1CCC2(CC1)OCCO2	1
ZCBUQCWBWNUWSU-UHFFFAOYSA-N	ring:O=C1NC(=O)C2=C1c1cn(c3ccccc13)CCCOCCn1cc2c2ccccc21	0
ZCCUUQDIBDJBTK-UHFFFAOYSA-N	ring:O=c1ccc2cc3ccoc3cc2o1	2
ZCDKJIRLFSPIQI-UHFFFAOYSA-N	ring:C1CCOCC1	3
ZCRLGANQNRMURE-UHFFFAOYSA-N	ring:C=C1CC23CC1CCC2C12CCCC(C(=O)OC1)C2C3	0
ZCWVJVNYHGWIEF-UHFFFAOYSA-N	ring:C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CCCCO4)CCC3C2C1	1
ZCZCOXLLICTZAH-UHFFFAOYSA-N	acyclic_connectivity:N#CSO	0
ZDKZHVNKFOXMND-UHFFFAOYSA-N	ring:O=C1OC=CC2CCCC12	0
ZDSJDEUSYYXIOG-UHFFFAOYSA-N	ring:O=C1c2cocc2CCC2CCCC12	4
ZEAPBLQYYQTNCR-UHFFFAOYSA-N	ring:O=C(OC1c2ccoc2CC2CCCCC21)C1CO1	3
ZEPNVCGPJXYABB-UHFFFAOYSA-N	ring:C1=C2CCCCC2C2CCC3CCCC3C2=C1	1
ZEQYDMUNUYOURN-UHFFFAOYSA-N	ring:O=C1CCC2=C(CCC3C2=C(c2ccccc2)CC2CCCC23)C1	0
ZEVJZHRJNZKVGI-UHFFFAOYSA-N	ring:O=C1CCCCCCCCCCOC2OCCCC2OC2OCC(OC3CC(OC4CCCCO4)C(OC4CCCCO4)CO3)CC2O1	2
ZFDXQUVDLKGYIL-UHFFFAOYSA-N	ring:c1ccc(N2CCc3cnc4ccccc4c32)cc1	3
ZFMSMUAANRJZFM-UHFFFAOYSA-N	ring:c1ccccc1	0
ZFRKQXVRDFCRJG-UHFFFAOYSA-N	ring:c1ccc2[nH]ccc2c1	4
ZFXYFBGIUFBOJW-UHFFFAOYSA-N	ring:O=c1[nH]c(=O)c2[nH]cnc2[nH]1	2
ZGHAVKULRAPSKM-UHFFFAOYSA-N	ring:C=C1CC23CC1CCC2C12CCCC(C(=O)O1)C2C3	2
ZGKMOBGNUPSVFU-UHFFFAOYSA-N	ring:C1CCC(OC2CCOCC2)OC1	3
ZGLHBRQAEXKACO-UHFFFAOYSA-N	ring:C=C1CCCCC1=CC=C1CCCC2CCCC12	3
ZGLXUQQMLLIKAN-UHFFFAOYSA-N	ring:O=C1OCC2Cc3cc4c(cc3C(c3ccccc3)C12)OCO4	1
ZGPDFGRHCXLZIF-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CC(OC5CCCOC5)OCC4OC4CC(OC5CC(OC6CCCCO6)CCO5)CCO4)O3)O2)OC1	2
ZGUGWUXLJSTTMA-UHFFFAOYSA-N	ring:c1ccc2c(c1)Nc1ccccc1S2	1
ZGVRGXGXZKITGK-UHFFFAOYSA-N	ring:C1CCC(OC2CCCOC2OC2CCC3C(CCC4C3CCC3C5CC6(CCCCO6)OC5CC34)C2)OC1	2
ZHCAAZIHTDCFJX-UHFFFAOYSA-N	ring:C1CCC2C(C1)CCC1C3CCCC3CCC21	2
ZHDMPVIDHWJGTN-UHFFFAOYSA-N	ring:c1ccc(C2CCc3ccccc3O2)cc1	0
ZIGUFUZHKPIMCR-UHFFFAOYSA-N	ring:c1ccccc1	0
ZIWFCOIGUNPHPM-UHFFFAOYSA-N	ring:c1ccc(CNC2CCCNC2c2ccccc2)cc1	0
ZIZODWXWMZVEEM-UHFFFAOYSA-N	ring:C1=C2C3CCCCC3CCC2C2CCCC2C1	1
ZJFZKWFGTZZRRT-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCCCCCC=CC=CCC(=O)NCC(C)C	2
ZJJXGWJIGJFDTL-UHFFFAOYSA-N	ring:O=C(NC1CCCCC1)NS(=O)(=O)c1ccc(CCNC(=O)c2cnccn2)cc1	3
ZJOFAFWTOKDIFH-UHFFFAOYSA-N	ring:C1=CCC(c2cccnc2)NC1	2
ZKMNUMMKYBVTFN-UHFFFAOYSA-N	ring:O=C(Nc1ccccc1)C1CCCCN1	1
ZKTQSWBSOLFYDL-UHFFFAOYSA-N	ring:C1=C2C3CCCCC3CCC2C2CCC3CC(OC4CC(OC5CCCCO5)C(OC5CCCCO5)CO4)CCC3C2C1	4
ZKXDGKXYMTYWTB-UHFFFAOYSA-N	ring:C1COCCN1	2
ZLYIWYCHNAZAQI-UHFFFAOYSA-N	ring:O=C(C=Cc1ccccc1)OC1CC2CC(OC2=O)C1OC(=O)C=Cc1ccccc1	4
ZMQAAUBTXCXRIC-UHFFFAOYSA-N	ring:c1ccc2c(c1)OCO2	1
ZMXDDKWLCZADIW-UHFFFAOYSA-N	acyclic_connectivity:CN(C)C=O	3
ZNQVEEAIQZEUHB-UHFFFAOYSA-N	acyclic_connectivity:CCOCCO	2
ZNRGQMMCGHDTEI-UHFFFAOYSA-N	ring:O=C(OC1CC2CCC(C1)N2)c1c[nH]c2ccccc12	2
ZNXXWTPQHVLMQT-UHFFFAOYSA-N	ring:O=C1CCC(Cc2ccccc2)O1	3
ZOCSXAVNDGMNBV-UHFFFAOYSA-N	ring:c1ccc(-n2cccn2)cc1	1
ZOIAMMQYAZSWRX-UHFFFAOYSA-N	ring:c1ccc(OC2CCCCO2)cc1	2
ZONTWFMTDBGILI-UHFFFAOYSA-N	acyclic_connectivity:CC(=O)NC(CSC(F)(F)C(OCF)C(F)F)C(=O)O	2
ZOWKQQIGQBVKSV-UHFFFAOYSA-N	ring:c1cc(CCC2CCCC3CCCCC32)co1	2
ZOYASYRPGHCQHW-UHFFFAOYSA-N	acyclic_connectivity:CCCSSSC	0
ZPEIMTDSQAKGNT-UHFFFAOYSA-N	ring:c1ccc2c(c1)Nc1ccccc1S2	1
ZPSOKQFFOYYPKC-UHFFFAOYSA-N	ring:O=c1ccc2nc3ccccc3oc-2c1	3
ZPUCINDJVBIVPJ-UHFFFAOYSA-N	ring:O=C(OC1CC2CCC(C1)N2)c1ccccc1	3
ZPVXZDCYCDBKAJ-UHFFFAOYSA-N	ring:O=C(CCc1ccccc1)c1ccccc1OC1OCCCC1OC1CCCO1	0
ZQEKBPUAGJKEQO-UHFFFAOYSA-N	ring:C1CCC(OC2CCOC(OC3CCC(OC4CCC5C(CCC6C5CCC5C7CC8(CCCCO8)OC7CC56)C4)OC3)C2OC2CCCCO2)OC1	2
ZQIULKXWJGSFAC-UHFFFAOYSA-N	ring:O=C1C=CC2C(CCC3C4CCC5CCCC5C4=CCC23)C1	1
ZQPPMHVWECSIRJ-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCCCC=CCCCCCCCC(=O)O	2
ZQRBOBGLJZHCAN-UHFFFAOYSA-N	ring:O=C(Cn1cnnn1)NC1C(=O)N2CC(=CSc3nncs3)CSC12	1
ZQRKCRBPNDLUPZ-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
ZRALSGWEFCBTJO-UHFFFAOYSA-N	acyclic_connectivity:N=C(N)N	2
ZRZLPBMRQBPBKQ-UHFFFAOYSA-N	ring:C1CCC(OCCC2CCCC(OCCC3CCCC(OC4CCOC(OC5CCCOC5)C4)O3)O2)OC1	2
ZSCDBOWYZJWBIY-UHFFFAOYSA-N	ring:c1ccc2c(c1)CCc1ccccc1N2	3
ZSTKHSQDNIGFLM-UHFFFAOYSA-N	ring:c1ccc2[nH]ccc2c1	4
ZSYPIPFQOQGYHH-UHFFFAOYSA-N	ring:O=c1cc(-c2ccccc2)oc2ccccc12	1
ZTUJKPWRKVDGPL-UHFFFAOYSA-N	ring:O=c1ccc2ccc3occc3c2o1	3
ZTULNMNIVVMLIU-UHFFFAOYSA-N	acyclic_connectivity:CCCC(C)C(=O)OC	2
ZUTQCPBDRJBADG-UHFFFAOYSA-N	ring:c1ccc(CCN2CCN(CCCc3c[nH]c4ccc(-n5cnnc5)cc34)CC2)cc1	3
ZVQUCWXZCKWZBP-UHFFFAOYSA-N	ring:c1ccc(CCCNCc2ccccc2)cc1	2
ZWJKFSZYIOCMGF-UHFFFAOYSA-N	acyclic_connectivity:CCCCCCC(C)CC(C)(C)C	3
ZXEXAUWPQPJYJZ-UHFFFAOYSA-N	ring:O=C1CC2CCOC3CC4CC=CC(=O)C4C(C1)C23	2
ZXJJBDHPUHUUHD-UHFFFAOYSA-N	ring:O=c1cc(-c2ccccc2)oc2ccccc12	1
ZXTKKUHKNXKMEL-UHFFFAOYSA-N	ring:C=C1CC23CC4C5CCCC4(OC5=O)C2CCC1(OC1CCCCO1)C3	1
ZYEMGPIYFIJGTP-UHFFFAOYSA-N	ring:c1ccccc1	0
ZYGHJZDHTFUPRJ-UHFFFAOYSA-N	ring:O=c1ccc2ccccc2o1	1
ZYVXHFWBYUDDBM-UHFFFAOYSA-N	ring:c1ccncc1	2
ZZFNQLFGNVPSOG-UHFFFAOYSA-N	acyclic_connectivity:CCC=CCOC(=O)CCCCC	0
ZZSBUQYGAPWEOJ-UHFFFAOYSA-N	acyclic_connectivity:O=C(O)CCCC(O)C=CC=CC=CC(O)CC=CCCCCC(O)O	1
ZZSUZHDAZDQPJO-UHFFFAOYSA-N	ring:c1ccncc1	2
ZZVUWRFHKOJYTH-UHFFFAOYSA-N	ring:c1ccc(Cc2ccccc2)cc1	2
